   0.0000000e+00   1.0012279e+00
   1.0000000e-02   9.9621628e-01
   2.0000000e-02   9.8136905e-01
   3.0000000e-02   9.5712206e-01
   4.0000000e-02   9.2418307e-01
   5.0000000e-02   8.8349413e-01
   6.0000000e-02   8.3618670e-01
   7.0000000e-02   7.8352966e-01
   8.0000000e-02   7.2687265e-01
   9.0000000e-02   6.6758958e-01
   1.0000000e-01   6.0702415e-01
   1.1000000e-01   5.4644125e-01
   1.2000000e-01   4.8698635e-01
   1.3000000e-01   4.2965417e-01
   1.4000000e-01   3.7526769e-01
   1.5000000e-01   3.2446784e-01
   1.6000000e-01   2.7771244e-01
   1.7000000e-01   2.3528415e-01
   1.8000000e-01   1.9730514e-01
   1.9000000e-01   1.6375676e-01
   2.0000000e-01   1.3450321e-01
   2.1000000e-01   1.0931588e-01
   2.2000000e-01   8.7898152e-02
   2.3000000e-01   6.9908519e-02
   2.4000000e-01   5.4981925e-02
   2.5000000e-01   4.2747141e-02
   2.6000000e-01   3.2841261e-02
   2.7000000e-01   2.4920905e-02
   2.8000000e-01   1.8669650e-02
   2.9000000e-01   1.3802892e-02
   3.0000000e-01   1.0070098e-02
   3.1000000e-01   7.2547081e-03
   3.2000000e-01   5.1731240e-03
   3.3000000e-01   3.6717263e-03
   3.4000000e-01   2.6241018e-03
   3.5000000e-01   1.9277404e-03
   3.6000000e-01   1.5001349e-03
   3.7000000e-01   1.2758079e-03
   3.8000000e-01   1.2030371e-03
   3.9000000e-01   1.2417066e-03
   4.0000000e-01   1.3601580e-03
   4.1000000e-01   1.5339583e-03
   4.2000000e-01   1.7442395e-03
   4.3000000e-01   1.9763773e-03
   4.4000000e-01   2.2189728e-03
   4.5000000e-01   2.4633832e-03
   4.6000000e-01   2.7031849e-03
   4.7000000e-01   2.9332109e-03
   4.8000000e-01   3.1499715e-03
   4.9000000e-01   3.3507595e-03
   5.0000000e-01   3.5339019e-03
